Monday,,,
GameID,Away,Home,IsNeutral
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Wednesday,,,
GameID,Away,Home,IsNeutral
1291,KENT,AKRN,0
1292,AUB,BAMA,0
1293,GASO,APST,0
1294,WAST,ZONA,0
1295,MISS,ARK,0
1296,KSST,BAYL,0
1297,BALL,BGSU,0
1298,EMU,BUFF,0
1299,GEOT,BUT,0
1300,PORT,BYU,0
1301,ECU,CINC,0
1302,ODU,CCU,0
1303,WASH,COLO,0
1304,EVAN,CREI,0
1305,LAS,DAV,0
1306,PROV,DPU,0
1307,TROY,DUKE,0
1308,RICE,FIU,0
1309,TAMU,FLA,0
1310,JU,FAU,0
1311,USA,FGCU,0
1312,UVA,FSU,0
1313,FOR,GMU,0
1314,DUQ,GW,0
1315,USM,GAST,0
1316,CUSE,GT,0
1317,BOIS,HAWI,0
1318,TULS,UHOU,0
1319,ILLI,IND,0
1320,MINN,IOWA,0
1321,ULM,JMU,0
1322,IAST,KANS,0
1323,UGA,UKEN,0
1324,MRSH,ULL,0
1325,MTSU,LT,0
1326,SMC,LMU,0
1327,SJU,MARQ,0
1328,WISC,UMD,0
1329,CLEM,MIAF,0
1330,NIU,MIAO,0
1331,NW,MIST,0
1332,LSU,MIZZ,0
1333,USF,NAVY,0
1334,LOU,NCST,0
1335,PURD,NEB,0
1336,UNM,NEV,0
1337,UAB,NMSU,0
1338,VT,UNC,0
1339,RUTG,OHST,0
1340,TEX,OKST,0
1341,UCLA,ORST,0
1342,SCU,PAC,0
1343,MICH,PNST,0
1344,ND,PITT,0
1345,URI,RICH,0
1346,VCU,JOES,0
1347,DAY,SLU,0
1348,GONZ,USD,0
1349,USAF,SDSU,0
1350,PEPP,SF,0
1351,FRES,SJSU,0
1352,TEMP,SMU,0
1353,MSST,SOCA,0
1354,CMU,SDST,0
1355,TLDO,SBON,0
1356,AZST,STAN,0
1357,VAND,TENN,0
1358,ARST,TXST,0
1359,OKLA,TTU,0
1360,MEMP,TLNE,0
1361,SEAU,UCI,0
1362,UMBC,UCF,0
1363,HALL,CONN,0
1364,LUC,MASS,0
1365,OREG,USC,0
1366,CAL,UTAH,0
1367,CSU,UTST,0
1368,LU,UTEP,0
1369,CHAR,UTSA,0
1370,BC,WAKE,0
1371,TCU,WVU,0
1372,UNT,WKU,0
1373,OHIO,WMU,0
1374,ARMY,WICH,0
1375,UNLV,WYOM,0
1376,VILL,XAV,0
