Monday,,,
GameID,Away,Home,IsNeutral
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Wednesday,,,
GameID,Away,Home,IsNeutral
1119,USM,APST,0
1120,OREG,ZONA,0
1121,UCLA,AZST,0
1122,MSST,AUB,0
1123,KANS,BAYL,0
1124,VT,BC,0
1125,TLDO,BGSU,0
1126,AKRN,BUFF,0
1127,NMSU,CHAR,0
1128,UCF,CINC,0
1129,PITT,CCU,0
1130,VILL,CREI,0
1131,VCU,DAV,0
1132,BUT,DPU,0
1133,GEOT,EVAN,0
1134,ULM,FGCU,0
1135,ND,FSU,0
1136,DAY,GMU,0
1137,FOR,GW,0
1138,SOCA,UGA,0
1139,ARST,GASO,0
1140,MRSH,GAST,0
1141,UVA,GT,0
1142,LMU,GONZ,0
1143,UMBC,UHOU,0
1144,LT,JU,0
1145,TROY,JMU,0
1146,MIZZ,UKEN,0
1147,UAB,LU,0
1148,ODU,ULL,0
1149,TAMU,LSU,0
1150,PROV,MARQ,0
1151,TEMP,MEMP,0
1152,DUKE,MIAF,0
1153,CMU,MIAO,0
1154,NEB,MICH,0
1155,UMD,MINN,0
1156,ECU,NAVY,0
1157,CLEM,NCST,0
1158,FRES,NEV,0
1159,CSU,UNM,0
1160,LOU,UNC,0
1161,FIU,UNT,0
1162,EMU,NIU,0
1163,ILLI,NW,0
1164,BALL,OHIO,0
1165,IOWA,OHST,0
1166,KSST,OKST,0
1167,BAMA,MISS,0
1168,WAST,ORST,0
1169,PAC,PEPP,0
1170,UCI,PORT,0
1171,IND,PURD,0
1172,DUQ,URI,0
1173,MTSU,RICE,0
1174,LUC,RICH,0
1175,MIST,RUTG,0
1176,SDST,JOES,0
1177,SBON,SLU,0
1178,BYU,SMC,0
1179,SF,USD,0
1180,UNLV,SDSU,0
1181,BOIS,SJSU,0
1182,SCU,SEAU,0
1183,TULS,SMU,0
1184,HALL,SJU,0
1185,CAL,STAN,0
1186,OKLA,TCU,0
1187,ARK,TENN,0
1188,USA,TXST,0
1189,IAST,TTU,0
1190,ARMY,TLNE,0
1191,XAV,CONN,0
1192,LAS,MASS,0
1193,COLO,USC,0
1194,WASH,UTAH,0
1195,USAF,UTST,0
1196,FAU,UTEP,0
1197,FLA,VAND,0
1198,CUSE,WAKE,0
1199,TEX,WVU,0
1200,UTSA,WKU,0
1201,KENT,WMU,0
1202,USF,WICH,0
1203,PNST,WISC,0
1204,HAWI,WYOM,0
