Monday,,,
GameID,Away,Home,IsNeutral
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Wednesday,,,
GameID,Away,Home,IsNeutral
2151,TAMU,BAMA,0
2152,JMU,APST,0
2153,WASH,ZONA,0
2154,FGCU,ARST,0
2155,MIAO,BALL,0
2156,WVU,BAYL,0
2157,MRSH,BC,0
2158,VILL,BUT,0
2159,BGSU,CMU,0
2160,TLNE,CINC,0
2161,TROY,CCU,0
2162,OREG,COLO,0
2163,SJU,CREI,0
2164,LUC,DAY,0
2165,EVAN,DPU,0
2166,GW,DUQ,0
2167,UMBC,ECU,0
2168,WMU,EMU,0
2169,UNT,FIU,0
2170,UTEP,FAU,0
2171,CLEM,FSU,0
2172,GMU,FOR,0
2173,ARK,UGA,0
2174,LOU,GT,0
2175,USD,GONZ,0
2176,UNLV,HAWI,0
2177,ARMY,UHOU,0
2178,PURD,IOWA,0
2179,TEX,KANS,0
2180,IAST,KSST,0
2181,BUFF,KENT,0
2182,LSU,UKEN,0
2183,AKRN,LAS,0
2184,USA,ULL,0
2185,JU,LT,0
2186,HALL,MARQ,0
2187,ILLI,UMD,0
2188,ND,MIAF,0
2189,RUTG,MICH,0
2190,WISC,MIST,0
2191,RICE,MTSU,0
2192,MSST,MIZZ,0
2193,TULS,NAVY,0
2194,UVA,NCST,0
2195,NW,NEB,0
2196,CSU,NEV,0
2197,CHAR,NMSU,0
2198,CUSE,UNC,0
2199,NIU,OHIO,0
2200,MINN,OHST,0
2201,OKLA,OKST,0
2202,ULM,ODU,0
2203,VAND,MISS,0
2204,CAL,ORST,0
2205,IND,PNST,0
2206,SF,PEPP,0
2207,DUKE,PITT,0
2208,BYU,PORT,0
2209,DAV,URI,0
2210,SBON,RICH,0
2211,LMU,SMC,0
2212,BOIS,SDSU,0
2213,USAF,SJSU,0
2214,PAC,SCU,0
2215,UCI,SEAU,0
2216,MEMP,SMU,0
2217,FLA,SOCA,0
2218,GAST,USM,0
2219,UCLA,STAN,0
2220,AUB,TENN,0
2221,GASO,TXST,0
2222,TCU,TTU,0
2223,SDST,TLDO,0
2224,LU,UAB,0
2225,USF,UCF,0
2226,GEOT,CONN,0
2227,SLU,MASS,0
2228,AZST,USC,0
2229,WAST,UTAH,0
2230,FRES,UTST,0
2231,WKU,UTSA,0
2232,JOES,VCU,0
2233,VT,WAKE,0
2234,TEMP,WICH,0
2235,UNM,WYOM,0
2236,PROV,XAV,0
