Monday,,,
GameID,Away,Home,IsNeutral
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Wednesday,,,
GameID,Away,Home,IsNeutral
1463,OKLA,BAMA,0
1464,UCLA,ZONA,0
1465,OKST,ARK,0
1466,KANS,AUB,0
1467,SDST,BALL,0
1468,MSST,BAYL,0
1469,GT,BC,0
1470,GONZ,BYU,0
1471,TLDO,CMU,0
1472,UMBC,CINC,0
1473,MRSH,CCU,0
1474,CAL,COLO,0
1475,MARQ,CREI,0
1476,LUC,DAV,0
1477,VILL,DPU,0
1478,USF,ECU,0
1479,AKRN,EMU,0
1480,CONN,EVAN,0
1481,MTSU,FIU,0
1482,UAB,FAU,0
1483,ARST,FGCU,0
1484,DUQ,GMU,0
1485,RICH,GW,0
1486,PROV,GEOT,0
1487,CLEM,UGA,0
1488,GASO,GAST,0
1489,FRES,HAWI,0
1490,TEMP,UHOU,0
1491,IND,IOWA,0
1492,SOCA,IAST,0
1493,USA,JMU,0
1494,MISS,KSST,0
1495,USM,ULL,0
1496,MIAF,LOU,0
1497,PAC,LMU,0
1498,ND,LSU,0
1499,WMU,MIAO,0
1500,WISC,MICH,0
1501,PNST,MIST,0
1502,PURD,MINN,0
1503,ODU,MIZZ,0
1504,ARMY,NAVY,0
1505,UMD,NEB,0
1506,LT,NMSU,0
1507,LU,UNT,0
1508,BGSU,NIU,0
1509,BUFF,OHIO,0
1510,ILLI,OHST,0
1511,WAST,OREG,0
1512,STAN,ORST,0
1513,PEPP,PORT,0
1514,NW,RUTG,0
1515,LAS,JOES,0
1516,FOR,SLU,0
1517,SEAU,USD,0
1518,CSU,SDSU,0
1519,SMC,SF,0
1520,UNM,SJSU,0
1521,XAV,HALL,0
1522,TLNE,SMU,0
1523,DAY,SBON,0
1524,BUT,SJU,0
1525,FSU,CUSE,0
1526,FLA,TCU,0
1527,TEX,TENN,0
1528,TTU,TAMU,0
1529,APST,TXST,0
1530,ULM,TROY,0
1531,SCU,UCI,0
1532,TULS,UCF,0
1533,URI,MASS,0
1534,USAF,UNLV,0
1535,WASH,USC,0
1536,AZST,UTAH,0
1537,NEV,UTST,0
1538,CHAR,UTEP,0
1539,RICE,UTSA,0
1540,DUKE,VAND,0
1541,PITT,UVA,0
1542,KENT,VCU,0
1543,NCST,VT,0
1544,UNC,WAKE,0
1545,UKEN,WVU,0
1546,JU,WKU,0
1547,MEMP,WICH,0
1548,BOIS,WYOM,0
